88	559	physical_association
88	508	physical_association
88	286	direct_interaction
88	796	translated
559	1738	translated
508	163	physical_association
508	496	physical_association
508	37	physical_association
508	535	physical_association
508	111	physical_association
508	1636	translated
610	375	physical_association
610	251	physical_association
610	1840	translated
375	1370	translated
251	1122	translated
160	414	colocalization
160	553	physical_association
160	324	physical_association
160	21	physical_association
160	144	physical_association
160	321	physical_association
160	619	physical_association
160	449	direct_interaction
160	940	translated
414	1448	translated
553	1726	translated
324	304	physical_association
324	1268	translated
21	376	physical_association
21	601	physical_association
21	662	translated
144	908	translated
404	472	colocalization
404	1428	translated
472	1564	translated
227	10	physical_association
227	134	colocalization
227	1074	translated
10	640	translated
134	888	translated
389	415	physical_association
389	1398	translated
415	1450	translated
286	549	direct_interaction
286	92	physical_association
286	38	direct_interaction
286	427	association
286	336	direct_interaction
286	575	direct_interaction
286	1192	translated
549	1718	translated
92	804	translated
38	696	translated
427	1474	translated
336	1292	translated
282	185	physical_association
282	1184	translated
185	179	physical_association
185	990	translated
293	454	physical_association
293	163	physical_association
293	194	physical_association
293	521	direct_interaction
293	442	physical_association
293	1206	translated
454	195	physical_association
454	199	physical_association
454	1528	translated
163	946	translated
194	1008	translated
521	1662	translated
442	1504	translated
26	68	physical_association
26	672	translated
68	590	physical_association
68	756	translated
576	426	physical_association
576	527	physical_association
576	518	physical_association
576	1772	translated
426	1472	translated
527	1674	translated
518	218	physical_association
518	524	physical_association
518	42	physical_association
518	421	physical_association
518	143	direct_interaction
518	347	additive_genetic_interaction_defined_by_inequality
518	358	physical_association
518	94	physical_association
518	20	direct_interaction
518	1656	translated
510	355	physical_association
510	171	physical_association
510	1640	translated
355	1330	translated
171	962	translated
599	186	direct_interaction
599	1818	translated
186	992	translated
201	124	physical_association
201	1022	translated
124	497	physical_association
124	72	physical_association
124	395	physical_association
124	425	physical_association
124	868	translated
339	94	physical_association
339	1298	translated
94	424	physical_association
94	73	physical_association
94	808	translated
354	66	physical_association
354	1328	translated
66	752	translated
8	583	colocalization
8	90	physical_association
8	187	physical_association
8	528	physical_association
8	24	physical_association
8	636	translated
583	1786	translated
90	800	translated
187	994	translated
528	1676	translated
24	668	translated
325	25	direct_interaction
325	1270	translated
25	670	translated
431	113	direct_interaction
431	337	physical_association
431	439	direct_interaction
431	466	physical_association
431	580	direct_interaction
431	1482	translated
113	846	translated
337	613	physical_association
337	605	physical_association
337	22	direct_interaction
337	123	physical_association
337	99	physical_association
337	153	physical_association
337	248	physical_association
337	618	physical_association
337	243	physical_association
337	536	direct_interaction
337	119	physical_association
337	487	physical_association
337	1294	translated
439	1498	translated
466	33	physical_association
466	360	colocalization
466	1552	translated
383	561	direct_interaction
383	1386	translated
561	1742	translated
374	306	colocalization
374	1368	translated
306	1232	translated
177	248	direct_interaction
177	484	direct_interaction
177	17	physical_association
177	532	physical_association
177	420	physical_association
177	582	direct_interaction
177	974	translated
248	1116	translated
484	304	physical_association
484	1588	translated
17	654	translated
532	1684	translated
420	1460	translated
582	1784	translated
590	208	physical_association
590	424	physical_association
590	265	physical_association
590	1800	translated
208	361	physical_association
208	1036	translated
424	140	physical_association
424	1468	translated
265	1150	translated
213	157	direct_interaction
213	460	physical_association
213	1046	translated
157	934	translated
460	1540	translated
235	119	physical_association
235	461	direct_interaction
235	231	direct_interaction
235	235	direct_interaction
235	1090	translated
119	858	translated
461	1542	translated
231	1082	translated
252	417	physical_association
252	1124	translated
417	1454	translated
305	480	physical_association
305	474	physical_association
305	1230	translated
480	1580	translated
474	1568	translated
620	620	direct_interaction
620	1860	translated
267	122	physical_association
267	509	physical_association
267	459	colocalization
267	365	direct_interaction
267	32	direct_interaction
267	278	physical_association
267	57	physical_association
267	270	direct_interaction
267	612	physical_association
267	1154	translated
122	864	translated
509	1638	translated
459	1538	translated
365	20	direct_interaction
365	1350	translated
32	684	translated
278	1176	translated
57	734	translated
270	1160	translated
612	1844	translated
376	128	physical_association
376	178	colocalization
376	126	physical_association
376	203	direct_interaction
376	1372	translated
128	876	translated
178	976	translated
126	155	physical_association
126	872	translated
203	1026	translated
216	470	physical_association
216	1052	translated
470	1560	translated
276	223	colocalization
276	1172	translated
